date,pollster,publisher,sample,Likud,Yesh Atid,National Unity,Shas,Labor,UTJ,Yisrael Beiteinu,RZP- OY,Hadash -Ta'al,Meretz,Ra'am,Jewish Home,Balad,Joint List,Religious Zionist,Otzma Yehudit,NUP/B&W- NH,Zionist Spirit/Yamina,Blue & White,New Hope,Yamina,Labor- Meretz,Chikli,Barkat,Katz,Edelstein,Regev,Erdan,Netanyahu,Lapid,Bennett,Gantz,Sa'ar,None,Undecided
2022-09-12,Maagar Mochot,Israel Hayom,,33.0,22.0,11.0,8.0,,7.0,4.0,13.0,,,4.0,,,5.0,,,,,,,,13.0,,,,,,,,,,,,,
2022-09-13,Kantar,Kan 11,,32.0,24.0,12.0,9.0,5.0,7.0,5.0,12.0,,5.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
2022-09-13,Panels Politics,Mako/Knesset Channel,,32.0,26.0,12.0,8.0,5.0,6.0,5.0,11.0,,5.0,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
2022-09-14,Camil Fuchs,Channel 13,,31.0,24.0,12.0,8.0,5.0,7.0,6.0,13.0,,5.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
2022-09-15,Direct Polls,Channel 14,,34.0,22.0,12.0,9.0,5.0,7.0,6.0,11.0,,5.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
2022-09-15,Panels Politics,Maariv,,31.0,25.0,12.0,8.0,5.0,7.0,6.0,11.0,,5.0,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
2022-09-16,Midgam,HaHadashot 12,,33.0,23.0,12.0,8.0,6.0,7.0,6.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16,Camil Fuchs,Channel 13,,32.0,24.0,12.0,8.0,5.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,Kantar,Kan 11,,33.0,24.0,12.0,8.0,6.0,7.0,5.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-18,Direct Polls,Channel 14,,34.0,22.0,13.0,9.0,5.0,7.0,6.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21,Panels Politics,Mako/Knesset Channel,,33.0,24.0,12.0,8.0,5.0,7.0,6.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,Direct Polls,Channel 14,,34.0,23.0,13.0,9.0,4.0,7.0,6.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,Midgam,HaHadashot 12,,34.0,23.0,12.0,8.0,5.0,7.0,6.0,11.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,Panels Politics,Maariv,,33.0,24.0,12.0,8.0,6.0,7.0,5.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,Camil Fuchs,Channel 13,,32.0,25.0,11.0,8.0,5.0,7.0,5.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,Midgam,HaHadashot 12,,32.0,24.0,13.0,8.0,5.0,7.0,6.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,Direct Polls,Channel 14,,34.0,23.0,13.0,9.0,4.0,7.0,6.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,Panels Politics,Mako/Knesset Channel,,32.0,24.0,12.0,8.0,5.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Kantar,Kan 11,,32.0,25.0,12.0,8.0,5.0,7.0,6.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,Camil Fuchs,Channel 13,,31.0,25.0,12.0,8.0,5.0,7.0,5.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,Midgam,Galei Tzahal,,32.0,24.0,12.0,8.0,6.0,7.0,6.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03,Maagar Mochot,Israel Hayom,,32.0,24.0,11.0,8.0,6.0,7.0,5.0,13.0,4.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,Panels Politics,Mako/Knesset Channel,,32.0,24.0,11.0,8.0,6.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-06,Direct Polls,Channel 14,,35.0,23.0,11.0,9.0,5.0,7.0,6.0,11.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-06,Panels Politics,Maariv,,32.0,23.0,12.0,8.0,5.0,7.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11,Panels Politics,103fm,,32.0,25.0,11.0,8.0,5.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11,Midgam,HaHadashot 12,,31.0,24.0,12.0,8.0,6.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11,Kantar,Kan 11,,32.0,24.0,12.0,8.0,5.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,Panels Politics,Mako/Knesset Channel,,32.0,25.0,12.0,8.0,4.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13,Panels Politics,Maariv,,31.0,23.0,11.0,8.0,5.0,7.0,6.0,12.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13,Direct Polls,Channel 14,,34.0,23.0,12.0,9.0,4.0,7.0,7.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13,Camil Fuchs,Channel 13,,32.0,26.0,12.0,8.0,6.0,7.0,5.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,Midgam,HaHadashot 12,,30.0,25.0,12.0,8.0,5.0,7.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,Kantar,Kan 11,,31.0,25.0,11.0,8.0,5.0,7.0,7.0,14.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,Midgam,Keshet,,31.0,24.0,11.0,8.0,6.0,7.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,Panels Politics,Mako/Knesset Channel,,32.0,24.0,11.0,8.0,5.0,7.0,7.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,Panels Politics,Maariv,,31.0,23.0,12.0,8.0,5.0,7.0,7.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,Camil Fuchs,Channel 13,,32.0,26.0,11.0,8.0,5.0,7.0,5.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,Direct Polls,Channel 14,,34.0,23.0,13.0,9.0,4.0,7.0,6.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,Kantar,Kan 11,,31.0,24.0,12.0,9.0,5.0,7.0,6.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,Panels Politics,Maariv,,32.0,23.0,12.0,8.0,5.0,7.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,Midgam,HaHadashot 12,,32.0,24.0,13.0,8.0,5.0,7.0,5.0,13.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,Direct Polls,Channel 14,,34.0,23.0,12.0,9.0,4.0,7.0,6.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,Panels Politics,Mako/Knesset Channel,,31.0,24.0,12.0,8.0,5.0,7.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,Camil Fuchs,Channel 13,,31.0,27.0,11.0,8.0,4.0,7.0,6.0,14.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,Midgam,Galei Tzahal,,31.0,25.0,13.0,8.0,5.0,7.0,6.0,12.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,Smith,Galei Israel,,32.0,25.0,12.0,9.0,5.0,7.0,5.0,13.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
